results/trafficcam_1_gt,1.0,-1,24,-1,15,0.3,0.8,4,0,0,0,0,5926617,0,5926617,183,mpeg
results/trafficcam_1_mpeg_0.8_36,0.8,-1,36,-1,15,0.3,0.8,4,57,4,10,0.891,1049323,0,1049323,183,mpeg
results/trafficcam_1_mpeg_0.8_26,0.8,-1,26,-1,15,0.3,0.8,4,59,3,8,0.915,3314630,0,3314630,183,mpeg
results/trafficcam_1_dds_0.8_0.8_36_26_0.0_twosides_batch_15_0.5_0.3_0.01,0.8,0.8,36,26,15,0.3,0.8,4,58,4,9,0.899,1049323,6571,1055894,183,emulation
results/trafficcam_1_gt,1.0,-1,24,-1,15,0.3,0.8,4,0,0,0,0,5926617,0,5926617,183,mpeg
results/trafficcam_1_mpeg_0.8_36,0.8,-1,36,-1,15,0.3,0.8,4,57,4,10,0.891,1049323,0,1049323,183,mpeg
results/trafficcam_1_mpeg_0.8_26,0.8,-1,26,-1,15,0.3,0.8,4,59,3,8,0.915,3314630,0,3314630,183,mpeg
results/trafficcam_1_dds_0.8_0.8_36_26_0.0_twosides_batch_15_0.5_0.3_0.01,0.8,0.8,36,26,15,0.3,0.8,4,58,4,9,0.899,1049323,6571,1055894,183,emulation
